YEAR,CONF ID,CONF,CONF TYPE,GAMES,W,L,WIN%,BADJ EM,BADJ O,BADJ D,BARTHAG,EFG%,EFGD%,TOV%,TOV%D,ORB%,DRB%,FTR,FTRD,2PT%,2PT%D,3PT%,3P%TD,BADJ T,WAB
2019,11,BW,LOW,274,124,150,45.25547445,-5.7,100.3,106,0.3475,50,50.5,18.2,17.3,27.8,71.6,32.3,33.8,49.1,49.6,34.5,34.7,68.4,-11
2019,12,CAA,LOW,314,151,163,48.08917197,-4.2,104.6,108.8,0.387,52.7,53.2,17.2,16.1,27.4,72.8,31.8,29.6,52,52.3,35.9,36.4,67.9,-10.5
2019,13,CUSA,MID,423,213,210,50.35460993,-1.2,101.1,102.3,0.4657,49.3,49.7,18.9,18.9,27.8,72.3,32,32.4,48.8,48.9,33.4,34,69.5,-8.5
2019,14,Horz,LOW,307,138,169,44.95114007,-2.6,103.7,106.3,0.4304,51.3,52,18.1,18.1,28.8,70,31.9,34.1,50.4,52.2,35.1,34.5,69.9,-11.5
2019,15,Ivy,MID,222,117,105,52.7027027,1.2,102.2,101,0.5332,51.6,49.9,18.9,17.9,24.4,74.4,29.8,30.2,51.5,50.3,34.5,32.8,69.4,-6.6
2019,16,MAAC,LOW,351,150,201,42.73504274,-8.7,98.6,107.3,0.2749,50.2,52.3,19.4,19.7,27.7,71.3,33.6,34.6,49.3,50.8,34.3,36.3,68.1,-13.7
2019,17,MAC,MID,371,203,168,54.71698113,3.9,104.9,101,0.6069,50.5,49.6,18.1,18.1,29.8,71.7,33,31.7,50.6,49.6,33.5,33.2,69.7,-5.8
2019,18,MEAC,LOW,361,127,234,35.1800554,-17.1,93,110.1,0.1261,47,51.4,20.6,19.9,28.9,68.4,33,36.9,46.6,51.1,31.9,34.5,70.2,-14.8
2019,19,MVC,MID,313,157,156,50.15974441,-0.9,101.3,102.2,0.4758,50.7,50.4,19,18.8,24.5,74.1,33.2,32.1,49.8,49.6,34.9,34.4,67.6,-9
2019,20,MWC,MID,347,174,173,50.14409222,1.1,104.1,103,0.531,51.6,50.8,18.3,17.8,26.9,73.7,34.9,31.9,51,50.1,34.9,34.6,69.4,-8.1
2019,21,NEC,LOW,300,130,170,43.33333333,-10.3,98.2,108.5,0.2408,49.1,51.6,19.4,18.8,29.5,70.5,34.4,35.8,48.2,50.9,33.8,35.3,69.4,-12.8
2019,22,OVC,LOW,356,166,190,46.62921348,-4.8,101.6,106.4,0.3711,50.5,52.2,18.7,19.2,29.1,70.4,31.9,33.7,50,52,34.2,35.1,70.6,-9.6
2019,24,P12,HIGH,388,211,177,54.3814433,6.6,106.9,100.3,0.6765,51.6,50.2,18.5,18.5,29.1,71.7,34.9,32.9,51.4,49.5,34.7,34.1,69.4,-4.7
2019,25,Pat,LOW,315,153,162,48.57142857,-4.4,102.1,106.5,0.3794,52.5,52.2,18.4,18,25.9,72.8,29.4,30.7,52,52,35.5,35,69.2,-10.7
2019,26,SB,MID,365,179,186,49.04109589,-0.2,104.1,104.3,0.4952,51.5,51.4,19,18.9,28.4,70.5,36.3,36.2,51,51.3,34.8,34.5,70.1,-8.5
2019,27,SC,MID,299,153,146,51.17056856,0.9,105,104.1,0.5246,53.2,52.5,18.9,18.5,28.7,71.5,29.7,31.7,52.5,52.1,36.1,35.4,69.8,-6.8
2019,28,SEC,HIGH,455,267,188,58.68131868,15.2,111.5,96.3,0.8428,51.5,49.3,19,19.6,32.3,69.8,35.5,33.5,51.1,48.1,34.7,34.1,69.1,0.7
2019,29,Slnd,LOW,367,154,213,41.96185286,-9.9,98.1,108,0.2472,49.5,52.1,20.7,20.2,29.6,69.3,34.5,37.2,48.4,51.6,34.3,35.2,69,-11.7
2019,30,Sum,LOW,239,109,130,45.60669456,-4,104,108,0.3943,53.3,53.4,16.8,15.8,24.1,74.6,28.2,28,51.2,51.4,37.5,37.5,69.4,-8.3
2019,31,SWAC,LOW,306,109,197,35.62091503,-14.9,93.6,108.5,0.1543,47,51.7,21,20.4,29.5,68.7,36.8,40.5,46.3,51.5,32.3,34.7,69.4,-14.4
2019,32,WAC,MID,273,138,135,50.54945055,-1.8,102.3,104.1,0.4509,50,50.8,18.6,18.9,29,71.3,35,37.3,49.2,49.4,34.2,35.4,69.1,-8.2
2019,33,WCC,MID,314,176,138,56.05095541,5.9,106.8,100.9,0.6592,52.3,49.9,17.6,18.2,26.3,73.8,35.6,33.9,52,49.5,35.3,33.8,68.4,-5
2018,1,A10,MID,450,229,221,50.88888889,2.2,105.5,103.3,0.5596,51.1,51.4,17.4,18.3,27.5,72.3,31.6,32.1,50.6,50.7,34.6,35.1,68.6,-8.1
2018,2,ACC,HIGH,487,299,188,61.3963039,15.2,112.3,97.1,0.8427,52.1,48.9,17.5,18.3,30.9,71,32.7,28.8,50.9,47,36.1,34.6,68.8,0.5
2018,3,AE,LOW,274,130,144,47.44525547,-5.4,101.2,106.6,0.3557,50.4,51.4,18.4,18.1,27.7,72.9,33.5,33.5,49.4,50.7,34.7,35.1,68.6,-11.1
2018,4,Amer,MID,386,222,164,57.51295337,5.7,106.4,100.7,0.653,50.6,49,18.7,18.6,31.5,70.1,34.6,31.6,49.4,47.5,35.2,34.2,68,-4.4
2018,5,ASun,MID,231,93,138,40.25974026,-8.6,101.1,109.7,0.2804,51.1,53.6,18.4,17.8,27.5,70.5,30.8,32.7,50.3,53.6,35,35.7,71.5,-11.9
2018,6,B10,HIGH,454,270,184,59.47136564,14.7,111.9,97.2,0.8351,52,49,17.4,18.3,31,71.7,33.8,30.3,50.9,47.2,36,34.8,68.2,-0.5
2018,7,B12,HIGH,325,204,121,62.76923077,18,114.5,96.5,0.8774,52.7,49.5,17.6,19.2,31.7,70.1,32.4,31.6,51.9,48,36,34.7,69.6,2.1
2018,8,BE,HIGH,322,200,122,62.11180124,17.4,114.8,97.4,0.8696,53.6,50.8,17.1,18.4,28.7,72.9,32.2,30.2,52.8,50,36.5,34.7,70.5,1.6
2018,9,BSky,MID,359,168,191,46.79665738,-2.9,103.4,106.3,0.4193,51.5,52.5,17.9,18.1,26.1,72.7,34.5,36.1,49.9,51.4,36.1,36.3,70.3,-10
2018,10,BSth,LOW,293,131,162,44.70989761,-7.2,99.9,107.1,0.3112,50.9,51.6,19.5,18.8,26.1,72.7,32.4,34.2,49.5,50.7,35.4,35.4,67.8,-11.5
2018,11,BW,LOW,267,121,146,45.31835206,-4.3,100.7,105,0.3829,49.4,50.1,19,18,27.4,71.3,34.6,34.8,48,48.7,34.7,35.2,68.9,-10.4
2018,12,CAA,LOW,306,151,155,49.34640523,-2.7,105.3,108,0.4276,52.2,52.8,16.9,16.4,28.1,72.6,33.2,33,51.3,51.9,35.7,36.3,69.1,-9.9
2018,13,CUSA,MID,424,208,216,49.05660377,0.6,103.8,103.2,0.5154,50.6,50.7,17.8,18.2,27,72.4,33,32.7,49.8,49.6,34.6,34.9,69.6,-8.6
2018,14,Horz,LOW,307,134,173,43.64820847,-5.4,100.9,106.3,0.355,50.1,51.7,18.9,18.7,28.1,71,32.1,32.7,49.1,50.3,34.5,36.1,70.5,-13
2018,15,Ivy,MID,224,101,123,45.08928571,-3.1,102.7,105.8,0.4137,51.9,52,18.3,17.6,25.3,73.8,31.3,32.4,51.5,51.3,34.9,35.4,69.3,-10
2018,16,MAAC,LOW,351,164,187,46.72364672,-4.8,102.3,107.1,0.3711,51.7,51.6,19.1,18.4,28.2,70.8,35.4,35.7,50.1,50.1,36,36.1,70,-11.8
2018,17,MAC,MID,371,194,177,52.29110512,-0.8,104.3,105.1,0.477,50.9,51,17.8,17.8,28.8,71.5,32.7,32.2,49.9,50.3,35,34.9,69.7,-8.8
2018,18,MEAC,LOW,400,139,261,34.75,-18.3,95.3,113.6,0.1175,47.8,52.3,19.4,18.5,29.1,67.8,33.3,36,47.6,52.1,32.1,35.1,70.9,-15.5
2018,19,MVC,MID,310,167,143,53.87096774,3.8,104.2,100.4,0.605,50.6,49.3,19,18.7,26.6,73,33.2,33.2,49.1,48.6,35.5,33.6,68,-6.5
2018,20,MWC,MID,345,185,160,53.62318841,5,107.3,102.3,0.632,52.1,51.2,18.1,18.2,27.8,73.3,35.8,33.1,51,50,35.8,35.4,70.3,-6.2
2018,21,NEC,LOW,305,134,171,43.93442623,-10.2,99.5,109.7,0.246,50.3,51.8,19.2,18.7,29,69.3,32.2,34.1,49.3,51.2,34.6,35.3,69.6,-12.9
2018,22,OVC,LOW,356,168,188,47.19101124,-4.2,101.8,106,0.3869,50.9,51.9,19.7,19.3,29.3,71,33.5,35.3,50,50.9,35,35.6,68.9,-10
2018,24,P12,HIGH,386,223,163,57.77202073,8.6,109.5,100.9,0.7204,52.5,50.4,18.1,17.9,29.9,71.5,35.3,32.4,51.6,49,36,35.2,69.6,-3.6
2018,25,Pat,LOW,305,138,167,45.24590164,-7.2,100.5,107.7,0.3113,51.8,52.3,18.8,18.7,26,72.2,31.4,33.6,50.8,51.4,35.6,35.8,69,-12.2
2018,26,SB,MID,367,177,190,48.22888283,-1.5,102.8,104.3,0.4577,50.3,50.2,19.1,18.9,29.5,70.7,34.7,35.6,49.5,49.3,34.4,34.4,69.4,-10.2
2018,27,SC,MID,302,144,158,47.68211921,-4.3,102.6,106.9,0.3841,51.7,52.8,19.4,19.6,28.1,70.9,31,32.6,50.6,52.8,35.4,35.2,69.4,-9.8
2018,28,SEC,HIGH,454,271,183,59.69162996,14.8,112.1,97.3,0.8363,51.2,48.7,17.9,18.3,31.8,70.2,37,34.6,50.3,47.4,35.2,33.9,69.2,0.1
2018,29,Slnd,LOW,360,154,206,42.77777778,-8.3,99.1,107.4,0.2828,49.4,51.6,20.5,20.5,30.5,68.6,36.5,39.2,48.3,50.7,34.4,35.5,70.6,-11.2
2018,30,Sum,LOW,226,108,118,47.78761062,-0.9,104.9,105.8,0.4771,52,51.7,17.6,16.3,26.7,73.2,30.9,30.4,50.2,51,36.8,35.4,69.9,-7.3
2018,31,SWAC,LOW,315,105,210,33.33333333,-17.5,94.2,111.7,0.1244,46.5,51.6,19.8,19.3,29.9,67.3,35.6,40.4,45.2,50.8,32.7,35.4,69.8,-15.8
2018,32,WAC,MID,237,113,124,47.67932489,-2.5,101.3,103.8,0.4305,48.5,49.8,19.1,19,29,70.9,35.7,39.6,47.6,48.7,33.5,34.5,70.4,-9
2018,33,WCC,MID,313,161,152,51.43769968,2.5,106.5,104,0.568,52.1,51.8,17.3,17.5,27.2,73.9,34.2,33.9,51.2,50.7,35.7,35.8,67.8,-7.6
2017,1,A10,MID,448,243,205,54.24107143,4.2,105.1,100.9,0.6171,50.2,49.5,18.4,18.9,28.3,71.8,36.7,36.3,49.6,48,34.2,34.7,69.3,-6.2
2017,2,ACC,HIGH,487,302,185,62.01232033,17.7,114.3,96.6,0.873,52.6,49.2,17.1,18.1,31,70.9,34.9,31.4,51,48.1,37.1,34.1,69.1,1.9
2017,3,AE,LOW,276,133,143,48.1884058,-6.1,101,107.1,0.3383,50.5,51.4,18.2,17.8,27.4,72,32.9,33.7,49.3,50.1,35.2,35.8,68.6,-10.5
2017,4,Amer,MID,353,194,159,54.95750708,7.3,105.9,98.6,0.6959,49.5,47.5,18.7,18.4,31.6,70,34.4,31.8,48,45.1,34.8,34.2,68.1,-4.5
2017,5,ASun,MID,234,106,128,45.2991453,-7,102.2,109.2,0.3179,52.1,52.8,18.8,17.6,29.4,70.1,34.3,35.8,51.2,52.4,35.7,35.7,70.8,-10.9
2017,6,B10,HIGH,455,273,182,60,14,110.3,96.3,0.827,51.2,48.4,18.2,18.3,31.3,70.9,33.8,30.5,49.7,46.3,36,34.9,68.7,0
2017,7,B12,HIGH,323,198,125,61.3003096,18.8,113.9,95.1,0.8893,52.3,49.2,18.1,20.3,32.8,69.4,35.4,33.5,50.9,47.2,36.6,35.1,69.3,2.5
2017,8,BE,HIGH,324,196,128,60.49382716,14.9,112.5,97.6,0.8368,53.2,50.5,18.1,19.2,29.3,71.4,36.1,34.1,52,50.1,36.7,34.1,69.6,0.6
2017,9,BSky,MID,356,150,206,42.13483146,-7.7,101.5,109.2,0.3029,51.1,52.7,17.9,17.7,27.1,71.6,37.2,39,49.7,51.3,35.6,36.7,69.9,-12.6
2017,10,BSth,LOW,292,131,161,44.8630137,-9.7,98.5,108.2,0.2544,50.3,51.8,19.2,18.7,26.3,71.4,35,35.9,48.3,50.4,35.8,36.2,68.5,-11.1
2017,11,BW,LOW,266,110,156,41.35338346,-6.6,98.8,105.4,0.3236,47.9,50.2,19.3,18.5,29.1,70.6,35.4,38,47,48.8,33,35.2,69.3,-11.9
2017,12,CAA,LOW,312,158,154,50.64102564,0.1,105,104.9,0.5021,51.3,51.4,17.4,17.1,28.9,72.2,36.4,35.7,50.8,50.8,34.8,34.8,68.7,-8.8
2017,13,CUSA,MID,429,203,226,47.31934732,-3,101.6,104.6,0.4161,49.8,50.3,17.8,17.8,27.7,72.4,34.5,34,48.9,49.1,34.3,35,69.5,-10.3
2017,14,Horz,LOW,309,150,159,48.54368932,-3.7,101.6,105.3,0.3977,50.2,50.9,18.8,18.4,28.9,71,34.7,34.1,49.3,50.3,34.5,34.8,70.7,-10.3
2017,15,Ivy,MID,219,103,116,47.03196347,-2.4,102.7,105.1,0.4333,51.5,51.2,19.1,18.6,27.1,71.5,31.7,33.3,50.4,50.5,35.4,34.9,69.1,-8.8
2017,16,MAAC,LOW,357,175,182,49.01960784,-3.4,102.4,105.8,0.4064,50.1,50.4,18.6,18.2,29.6,70.1,34.9,35.8,48.4,49.2,35.4,35.2,70.6,-10.6
2017,17,MAC,MID,371,190,181,51.21293801,-0.5,104.3,104.8,0.4855,50.9,50.7,18.1,18.2,30.3,70.6,36.1,36.2,49.8,49.9,35.1,34.7,70.5,-9
2017,18,MEAC,LOW,386,131,255,33.93782383,-17,94.8,111.8,0.1304,46.9,51.3,19.2,18.7,29.9,66.7,34.8,37.6,45.9,51.1,32.4,34.3,69.9,-15
2017,19,MVC,MID,310,158,152,50.96774194,3.7,104.2,100.5,0.6028,50.1,49.1,18.1,18.9,27,72,35.3,35.1,48.1,46.9,35.7,35.3,68.2,-7
2017,20,MWC,MID,339,182,157,53.68731563,3.7,105,101.3,0.6017,49.8,49.1,17.6,17.5,27.6,72.9,38.9,35.6,48.4,48,34.8,34,69.9,-6.4
2017,21,NEC,LOW,309,125,184,40.45307443,-10.5,97.1,107.6,0.2351,48.1,50.8,20.3,19.9,30.5,68.4,34.7,36.9,47.1,49.8,33.4,35.1,69.2,-13.7
2017,22,OVC,LOW,350,158,192,45.14285714,-5,102.2,107.2,0.3647,50.5,52,19.1,19.1,30.2,69.8,35.4,38.2,49.6,50.8,34.7,35.9,69.4,-10.6
2017,24,P12,HIGH,382,221,161,57.85340314,9.6,109.4,99.8,0.7427,52.4,50,17.7,17.5,29.9,71.4,34.1,30.8,51.1,48.2,36.5,35.4,69.8,-2.6
2017,25,Pat,LOW,310,143,167,46.12903226,-5.2,99.5,104.7,0.3573,51,51.6,20.4,20.2,26.3,72.8,33.5,34.6,50.3,50.6,34.8,35.6,68.4,-11.1
2017,26,SB,MID,368,186,182,50.54347826,-1.2,103.2,104.4,0.4671,50.4,50.6,18.6,18.9,30,70.8,36,37.5,49.8,50.2,34.3,34.3,69.1,-9.1
2017,27,SC,MID,302,146,156,48.34437086,-1,104.3,105.3,0.4733,51.2,51.9,19.3,19,30,69.8,34.5,37.7,49.8,50.9,35.6,35.7,69.6,-8.7
2017,28,SEC,HIGH,452,258,194,57.07964602,12.7,109.5,96.8,0.8053,49.7,48.3,18.3,19.1,31.4,70,39,37.3,48.8,46.9,34.3,33.8,70.4,-1.2
2017,29,Slnd,LOW,360,157,203,43.61111111,-8.3,99.3,107.6,0.2842,49.9,52.1,20.7,20.2,30.2,68.3,38.4,39.5,49,51.3,34.5,35.7,70.2,-11
2017,30,Sum,LOW,264,126,138,47.72727273,-3.1,104.5,107.6,0.416,52.3,52.7,17.6,17.1,26.9,72.3,35.3,34.5,50,50.2,37.4,37.9,70.8,-9.5
2017,31,SWAC,LOW,304,109,195,35.85526316,-18.7,93.7,112.4,0.1096,46.5,51.5,20.1,19.6,31.4,66.5,36.9,41.7,46.1,51.4,31.6,34.5,69,-14.9
2017,32,WAC,MID,230,110,120,47.82608696,-3.4,99.8,103.2,0.4032,48.9,49.7,19.9,19.9,28.1,70.3,37,39.2,48.5,49.3,33.1,33.5,70.9,-8.9
2017,33,WCC,MID,313,170,143,54.31309904,4,105.3,101.3,0.6105,51.3,49.7,17.7,17.3,27,73.6,32.8,32.9,49.3,48,36.4,35.1,68.3,-5.8
2016,1,A10,MID,444,248,196,55.85585586,6.5,107.2,100.7,0.6734,50.6,49.5,17.3,17.7,28.5,71.8,35.7,34.7,49.8,48.4,34.6,34.2,69.3,-4.7
2016,2,ACC,HIGH,483,293,190,60.66252588,15.6,113.1,97.5,0.8462,51.3,49,16.9,17.8,33.3,69.8,36.2,32.1,50.4,47.6,35.3,34.5,68,0.7
2016,3,AE,LOW,275,126,149,45.81818182,-8.3,99.9,108.2,0.2852,50.2,51.8,18.7,18.5,27.6,71,36.5,35.3,49.6,51.3,34.2,35.3,69.9,-11.5
2016,4,Amer,MID,353,198,155,56.09065156,7.1,106.4,99.3,0.688,49.1,47,17.7,17.9,32.6,69.4,34.2,32.2,48.4,45.7,33.7,32.9,68.3,-4.4
2016,5,ASun,MID,235,97,138,41.27659574,-6.4,103.1,109.5,0.3338,51.5,52.5,17.4,16.7,27.9,69,33.1,34.3,49.6,52.2,36.6,35.4,70.4,-11.8
2016,6,B10,HIGH,455,267,188,58.68131868,11.4,110.1,98.7,0.7802,51.5,48.5,17.1,17.3,30.3,71.5,33.5,31.4,49.7,46.6,36.5,34.8,68,-1.7
2016,7,B12,HIGH,324,202,122,62.34567901,17.4,112.8,95.4,0.873,51.1,48.4,18.4,19.7,33.1,69.5,39.2,37,49.6,47.1,36,34,68.9,2.3
2016,8,BE,HIGH,323,194,129,60.0619195,13.6,110.5,96.9,0.8176,50.9,48.5,18.2,18.9,30.5,71,38.6,35.9,50.4,47.1,34.5,33.9,70.1,0
2016,9,BSky,MID,352,154,198,43.75,-7.4,101.1,108.5,0.3066,50.9,52.4,18.5,17.7,27.4,71.9,38,39.2,49.4,51.4,35.8,36.2,69.5,-11.6
2016,10,BSth,LOW,314,141,173,44.9044586,-7.3,100.6,107.9,0.3088,50.5,51.3,18.7,18.2,28.4,70.2,34.9,36.4,50,51.1,34.2,34.5,68.9,-11.1
2016,11,BW,LOW,267,128,139,47.94007491,1.2,103.3,102.1,0.5342,49.1,48.9,18.4,18.2,28.6,71.3,37.7,37.8,47.4,47.3,34.9,34.6,68.9,-8
2016,12,CAA,LOW,304,162,142,53.28947368,2.4,105,102.6,0.5648,49.7,49.5,17.3,17.1,29.9,71.6,37.5,36,48.4,48.8,34.6,33.7,68.2,-7
2016,13,CUSA,MID,435,204,231,46.89655172,-4.2,102.7,106.9,0.3868,50.8,51.3,17.6,17.5,28.8,70.4,36.6,36.5,50.1,50,34.8,35.8,69.6,-10.8
2016,14,Horz,LOW,304,144,160,47.36842105,-1.3,103.3,104.6,0.4652,49.7,50.4,17.7,17.8,29,70.8,36.8,38.9,47.4,48.9,36,35.6,70.6,-9.1
2016,15,Ivy,MID,219,108,111,49.31506849,-0.3,103.3,103.6,0.4931,51,49.8,18.8,18.3,29.1,70.8,35.7,35.2,49.2,48.6,36,34.8,68.8,-7.6
2016,16,MAAC,LOW,350,166,184,47.42857143,-4.1,101.1,105.2,0.3885,49.1,49.2,19,18.7,30.3,69.1,35.5,37,47.6,48,34.5,34.2,69.4,-11
2016,17,MAC,MID,371,198,173,53.36927224,0.5,104.6,104.1,0.5154,50.2,50,17.5,17.6,29.5,71.2,37.8,36.5,48.6,48,35.3,35.6,68.9,-8.1
2016,18,MEAC,LOW,388,143,245,36.8556701,-14.8,95.2,110,0.1593,46.4,50.5,19.6,19,30.5,67.2,38,40.5,45.5,49.9,32.1,34.3,69,-14.3
2016,19,MVC,MID,314,157,157,50,2,102.3,100.3,0.5573,48.8,48.8,18.8,19.1,26.6,73.2,37.4,37.5,48,47.8,33.6,33.8,68,-7.4
2016,20,MWC,MID,336,174,162,51.78571429,3.2,104.6,101.4,0.5884,49.3,48.9,17.9,17.9,28.6,71.6,40.8,38.7,48.5,47.9,33.8,33.7,69.5,-6.7
2016,21,NEC,LOW,307,127,180,41.36807818,-12.8,96.2,109,0.1917,47.5,50.3,19.2,19.3,30.2,68,34.5,36.8,47.1,49.7,32.1,34.2,69.3,-14
2016,22,OVC,LOW,350,159,191,45.42857143,-5.2,102,107.2,0.3596,50.5,51.6,18.9,18.7,29.9,69.3,37.6,38.6,49.4,50.7,34.9,35.5,68.9,-10.6
2016,24,P12,HIGH,382,230,152,60.20942408,13.3,111.1,97.8,0.811,50.8,48.4,17.5,17.3,31.8,70.5,38.6,34.7,49.3,46.5,35.9,34.7,69.8,-0.3
2016,25,Pat,LOW,307,138,169,44.95114007,-7.4,99.9,107.3,0.3046,50.3,51,19,18.2,27.8,70.7,35.6,36.6,49.3,49.9,34.7,35.3,68.1,-12.3
2016,26,SB,MID,329,159,170,48.32826748,-1.5,102.1,103.6,0.4584,48.1,48.8,18.1,18.4,30.9,69.4,37.2,38.7,46.9,47.4,33.4,34.2,69,-9.3
2016,27,SC,MID,302,141,161,46.68874172,-4.9,102.5,107.4,0.3702,50.5,52,18.6,18.9,29.5,69.6,36.1,39.6,49.5,51.1,34.7,35.7,69,-10.6
2016,28,SEC,HIGH,452,255,197,56.4159292,12,109.6,97.6,0.791,49.7,47.7,17.4,18.2,31.8,69,39.4,38.2,48.5,46,34.6,33.9,69.6,-1.9
2016,29,Slnd,LOW,361,148,213,40.99722992,-11.5,98.4,109.9,0.2186,49.4,52.1,19.4,19.2,29.3,68.3,39,41.1,47.9,50.8,34.9,36.3,70.2,-11.6
2016,30,Sum,LOW,267,139,128,52.05992509,-0.3,104.6,104.9,0.4912,51.3,51.1,17.6,17.9,26.9,71.6,35.4,37.3,49.5,49.5,36.6,36.3,69.2,-7.9
2016,31,SWAC,LOW,307,116,191,37.78501629,-14.1,94.5,108.6,0.1675,45.7,49.6,19.5,19.2,30.5,67.7,35.9,41,45.6,50.1,30.7,32.5,68.4,-14.2
2016,32,WAC,MID,228,101,127,44.29824561,-6.5,99,105.5,0.3246,48.1,49.1,19.2,17.9,30.4,69.5,35.2,36.9,46.6,47.8,34,34.4,69,-10.2
2016,33,WCC,MID,300,152,148,50.66666667,3.1,106.5,103.4,0.5849,50.7,49.7,17.1,17,29.7,71,34.7,36,49.2,48.1,35.5,35.1,68.7,-6.9
2015,1,A10,MID,441,238,203,53.96825397,5.2,104,98.8,0.6429,48.9,48.3,19,19.7,31.2,69.4,38,36.2,48.4,47.3,33.3,33.6,65.1,-5.3
2015,2,ACC,HIGH,487,294,193,60.36960986,15.3,110.5,95.2,0.8475,50.3,47.3,17.7,18.3,33.1,69.7,36.4,32.6,49.8,46.6,34.1,32.5,64.7,0.5
2015,3,AE,LOW,270,115,155,42.59259259,-8.2,95.8,104,0.2799,47.8,49.8,20.4,19.9,27.3,71.5,35.3,36.1,46.2,48.3,33.8,34.9,64.1,-11.8
2015,4,Amer,MID,347,189,158,54.46685879,3.8,102.6,98.8,0.6083,48.1,47.1,19.2,19.1,32.7,68.3,35.1,33.3,47.3,45.9,33.2,33,63.9,-5.7
2015,5,ASun,MID,233,101,132,43.34763948,-9.6,98.7,108.3,0.2572,48.8,50.1,18.4,17.8,30,67.3,34.5,37,47.7,49.5,33.9,34.2,65.6,-11.4
2015,6,B10,HIGH,456,273,183,59.86842105,14.5,109.9,95.4,0.8354,50.4,47.5,17.5,18.7,31.3,70,34.6,32.1,49,45.9,35.3,33.6,64.4,-0.1
2015,7,B12,HIGH,323,202,121,62.53869969,16.3,109.9,93.6,0.864,49.1,46.4,19,20,35,68.6,40.6,37,47.8,44.8,34.6,33.2,65.3,1.7
2015,8,BE,HIGH,323,193,130,59.75232198,14.9,110.6,95.7,0.8408,50.5,48.2,18.1,19.5,32,68.7,39,36.2,49.3,47.1,35.1,33.4,65.4,0.5
2015,9,BSky,MID,346,151,195,43.6416185,-6.6,101.7,108.3,0.3247,50.7,52.3,18.1,17.8,29,70,36.7,39,47.9,50.6,37.2,37.1,65.5,-11.3
2015,10,BSth,LOW,317,143,174,45.11041009,-6.8,100.2,107,0.3192,49.6,50.8,19.3,18.4,30.7,68.3,35.6,36.9,48,49.3,34.9,35.7,65.2,-10.9
2015,11,BW,LOW,270,130,140,48.14814815,1,102.5,101.5,0.5298,48.5,48.5,18.9,18.7,30.3,69.1,35.3,37.8,46.5,46.1,35.1,35.5,64.8,-7.9
2015,12,CAA,LOW,313,151,162,48.2428115,-2.6,101.4,104,0.4285,49.4,49.4,18.9,18,30,69.7,38.9,37.7,47.4,47.9,35.4,35,64.8,-10
2015,13,CUSA,MID,425,209,216,49.17647059,-1.4,100.7,102.1,0.4587,49.1,49,19.8,19.7,30.6,68.7,36.4,35.4,48.1,48.1,33.9,33.8,65.1,-9
2015,14,Horz,LOW,269,127,142,47.21189591,-0.8,102.4,103.2,0.4783,49.6,50.7,18.7,18.9,29.9,69.9,35.9,38.6,48.1,49,34.9,36,65.1,-8.6
2015,35,Ind,LOW,25,14,11,56,-2.5,101,103.5,0.4306,52.3,46.2,21.5,19.4,28.6,66.8,38.5,45.1,49.3,44.2,37.7,33.3,66.9,-6.1
2015,15,Ivy,MID,227,113,114,49.77973568,-0.9,100.4,101.3,0.4746,49.1,48.3,20.2,18.6,29.1,71.3,38.9,38.3,47.6,46.6,34.5,34.4,63.9,-8.3
2015,16,MAAC,LOW,349,164,185,46.99140401,-3.4,99.9,103.3,0.4051,47.8,48.3,19.6,19.9,31.4,67.7,39.1,39.7,46.2,46.8,33.8,34.1,65.2,-11.2
2015,17,MAC,MID,368,199,169,54.07608696,2.4,104.2,101.8,0.5668,49.9,49.2,18.5,19,31.2,69.3,38.1,37.5,48.6,48.5,34.7,33.7,65.1,-7
2015,18,MEAC,LOW,397,151,246,38.03526448,-13.2,93.7,106.9,0.1791,46.1,49.7,21.1,20.1,31.9,66.7,37.7,41.2,45.4,48.9,31.7,34.1,65.4,-13.7
2015,19,MVC,MID,309,162,147,52.42718447,3.9,103.3,99.4,0.6072,49.3,49.1,19.8,19.9,30,70.7,37.5,35.9,47.3,47.1,35.6,35.3,62.6,-6.3
2015,20,MWC,MID,337,178,159,52.8189911,2.6,102.4,99.8,0.5714,48.7,47.8,18.4,18.5,29.4,70,36.2,33.7,47.7,46.1,33.8,33.8,63.6,-6.6
2015,21,NEC,LOW,306,134,172,43.79084967,-8.4,97.6,106,0.2784,47.3,49.7,19.7,19.6,32,67.3,34.9,37.3,46.3,49.1,32.8,33.9,65.6,-12.4
2015,22,OVC,LOW,346,159,187,45.95375723,-4.6,100.1,104.7,0.3741,49.6,50.6,19.6,19.7,30.2,68.7,36.5,38.1,48.2,49,34.8,35.7,65.3,-10
2015,24,P12,HIGH,384,224,160,58.33333333,10.8,107.5,96.7,0.7718,50,47.6,18,18,31.1,71,37.7,35.2,48.6,45.9,35.5,34.1,65.7,-1.9
2015,25,Pat,LOW,305,146,159,47.86885246,-5.1,101,106.1,0.3596,50.6,51.1,18.7,18.1,28.2,70.1,34.9,36,48.8,49.3,36.1,36.3,63.8,-10.5
2015,26,SB,MID,322,154,168,47.82608696,-3.3,99.4,102.7,0.4057,47.6,48,19.3,19.2,31,68.3,36,35.9,47.2,47.5,32.3,32.5,65.6,-9.8
2015,27,SC,MID,298,135,163,45.30201342,-5.6,100.9,106.5,0.3491,49.6,51,19.3,19.3,31.4,67.6,37.6,40.9,48.1,50.1,34.8,35.2,65.3,-10.8
