YEAR,TEAM NO,TEAM,SEED,ROUND,POWER,PATH,DRAW,WINS,POOL VALUE,POOL S-RANK,NCAA S-RANK
2016,549,UNC Asheville,15,64,53.1,80.8,0.58,0,1.7,58,59
2016,548,UNC Wilmington,13,64,58.5,79.7,-0.59,0,2.7,52,49
2016,547,USC,8,64,66.3,73.4,0.16,0,7.9,35,31
2016,546,Utah,3,32,76.3,69.1,-1.08,1,15.6,26,11
2016,544,VCU,10,32,65.9,68.6,1.8,1,12.1,29,40
2016,543,Villanova,2,1,81.9,66.5,-0.03,6,51.4,7,7
2016,542,Virginia,1,8,85.8,65.2,0.65,3,89,3,3
2016,541,Weber St.,15,64,55.7,74.6,2.35,0,3.7,45,60
2016,540,West Virginia,3,64,78,69.1,-1.08,0,32.3,15,9
2016,539,Wichita St.,11,32,76.8,78.3,-1.43,1,18.4,23,42
2016,538,Wisconsin,7,16,70.8,69.6,0.95,2,17.8,24,25
2016,537,Xavier,2,32,75,67.5,-0.65,1,22.7,20,8
2016,536,Yale,12,32,64.9,75.9,-0.19,1,6,39,47
2015,535,Albany,14,64,52.5,78.1,0.06,0,1.9,56,56
2015,534,Arizona,2,8,91.1,66,0.28,3,88,1,6
2015,533,Arkansas,5,32,70.1,68.9,0.58,1,10.7,26,18
2015,532,Baylor,3,64,77,70.5,-1.98,0,19.5,18,10
2015,531,Belmont,15,64,52,88.2,-1.53,0,0.7,61,58
2015,529,Buffalo,12,64,60.5,71.3,1.31,0,5.9,37,46
2015,528,Butler,6,32,70.3,78.7,-2.28,1,6.3,36,23
2015,526,Cincinnati,8,32,65.2,74.8,-0.33,1,5.8,39,29
2015,525,Coastal Carolina,16,64,53.6,90.8,-1.01,0,0.9,59,62
2015,524,Davidson,10,64,65.8,75.1,-0.39,1,5.8,38,38
2015,523,Dayton,11,32,61.8,72.7,0.69,1,5.8,40,44
2015,522,Duke,1,1,89.4,66.6,-0.42,6,70.5,5,3
2015,521,Eastern Washington,13,64,53.4,73.5,0.87,0,2.6,51,51
2015,520,Georgetown,4,32,73,68,0.08,1,17.5,19,16
2015,519,Georgia,10,64,64.3,81.7,-2.62,0,3.2,49,40
2015,518,Georgia St.,14,32,61.8,75.9,0.67,1,5.2,41,53
2015,517,Gonzaga,2,8,86.1,66.3,0.1,3,70.2,6,7
2015,516,Hampton,16,64,45.6,94.7,-2.03,0,0.3,64,64
2015,515,Harvard,13,64,57.7,79.9,-0.64,0,2.3,52,50
2015,514,Indiana,10,64,62.6,79.9,-2.01,0,3.2,50,37
2015,513,Iowa,7,32,71.3,73.4,-0.35,0,11.9,25,27
2015,512,Iowa St.,3,64,79.8,66.9,0.32,0,33.8,12,9
2015,511,Kansas,2,32,83.7,70.8,-2.71,1,39.6,10,8
2015,510,Kentucky,1,4,95.1,63.1,2.25,4,79.6,4,1
2015,509,Lafayette,16,64,48.8,86.1,0.21,0,0.8,60,61
2015,508,Louisville,4,8,82,66.2,1.16,3,46.4,8,15
2015,507,LSU,9,64,66.7,73.1,0.42,0,7.5,31,35
2015,505,Maryland,4,32,69.6,69.7,-0.94,1,9.3,29,14
2015,504,Michigan St.,7,4,80.9,73.3,-0.32,4,25.3,16,25
2015,503,Mississippi,11,64,62.7,72.5,0.76,0,6.4,35,43
2015,502,New Mexico St.,15,64,58.5,82.8,0.01,0,2.2,54,57
2015,501,North Carolina,4,16,83.1,67,0.68,2,42.3,9,13
2015,500,North Carolina St.,8,16,67.5,73.9,-0.02,2,7.2,33,31
2015,499,North Dakota St.,15,64,50.6,84.8,-0.56,0,1,58,60
2015,497,Northeastern,14,64,54.1,79.3,-0.27,0,1.9,55,54
2015,496,Northern Iowa,5,32,71.1,68.2,0.91,1,13.4,23,20
2015,495,Notre Dame,3,8,79.9,68.5,-0.7,3,24.1,17,12
2015,494,Ohio St.,10,32,77.2,74.4,-0.15,1,16.2,20,39
2015,493,Oklahoma,3,16,79.5,65.9,0.96,2,37,11,11
2015,492,Oklahoma St.,9,64,64.4,71.5,0.9,0,6.7,34,34
2015,491,Oregon,8,32,63.1,74.2,-0.12,1,4.4,45,30
2015,490,Providence,6,64,68.3,69.7,0.51,0,9.8,28,22
2015,489,Purdue,9,64,64,73.8,0.21,0,4.9,43,36
2015,488,Robert Morris,16,64,49.4,89.2,-0.6,0,0.6,62,63
2015,487,San Diego St.,8,32,73.6,72.8,0.37,1,15,21,32
2015,486,SMU,6,64,71.7,72.7,-0.42,0,12,24,21
2015,485,St. John's,9,64,63.1,78,-1.05,0,3.6,46,33
2015,484,Stephen F. Austin,12,64,64.6,77.2,-0.61,0,4.9,42,48
2015,483,Texas,11,64,79.1,73.8,0.27,0,25.4,15,41
2015,482,Texas Southern,15,64,48.3,89.5,-1.9,0,0.5,63,59
2015,481,UAB,14,32,52.5,78.9,-0.16,1,1.8,57,55
2015,480,UC Irvine,13,64,56.8,79.1,-0.45,0,2.3,53,52
2015,479,UCLA,11,16,68,74.4,0.04,2,8.8,30,42
2015,478,Utah,5,16,79.2,70.2,-0.03,2,32.4,13,17
2015,477,Valparaiso,13,64,61.4,69.6,1.79,0,7.4,32,49
2015,476,VCU,7,64,68.9,80.4,-2.75,0,4.8,44,28
2015,475,Villanova,1,32,86.3,66.2,-0.11,1,67.1,7,2
2015,474,Virginia,2,32,89.5,67.7,-0.78,1,79.7,3,5
2015,473,West Virginia,5,16,69.9,68.6,0.72,2,14,22,19
2015,472,Wichita St.,7,16,79.3,71.5,0.3,2,26.8,14,26
2015,471,Wisconsin,1,2,91.1,66.5,-0.34,5,83.9,2,4
2015,470,Wofford,12,64,56.3,73.5,0.59,0,3.5,47,47
2015,469,Wyoming,12,64,56.7,73.6,0.56,0,3.4,48,45
2015,468,Xavier,6,16,68.2,69.9,0.45,2,10.5,27,24
2014,467,Albany,16,64,49.5,86.7,0.05,0,0.8,63,63
2014,466,American,15,64,56.4,77.3,1.58,0,3.1,51,60
2014,465,Arizona,1,8,90.5,68.2,-1.64,3,103.2,1,2
2014,464,Arizona St.,10,64,65.6,71,0.99,0,8.5,33,40
2014,463,Baylor,6,16,70.5,67.7,1.13,2,17,25,24
2014,462,BYU,10,64,63.5,73.5,0.15,0,7.1,36,39
2014,461,Cal Poly,16,64,50.9,83.8,0.8,0,1.1,60,64
2014,460,Cincinnati,5,64,72.8,73.3,-1.49,0,14.1,29,17
2014,459,Coastal Carolina,16,64,47.9,81.2,1.48,0,1.1,61,61
2014,458,Colorado,8,64,64.8,77.5,-1.29,0,5.3,42,32
2014,457,Connecticut,7,1,73,69,1.15,6,22.2,20,26
2014,456,Creighton,3,32,80.2,65.4,1.28,1,53.4,8,11
2014,455,Dayton,11,8,61.9,78.8,-1.62,3,3.5,50,41
2014,454,Delaware,13,64,54.9,82.3,-1.2,0,1.5,58,52
2014,453,Duke,3,64,85.1,67.6,-0.12,0,58,5,9
2014,452,Eastern Kentucky,15,64,50.9,85,-0.62,0,0.9,62,57
2014,451,Florida,1,4,86.9,66.6,-0.42,4,53.7,7,1
2014,450,George Washington,9,64,63.8,72.5,0.6,0,6.9,37,34
2014,449,Gonzaga,8,32,77.5,81.4,-2.67,1,15.3,26,30
2014,448,Harvard,12,32,67.8,74.8,0.17,1,8.2,34,47
2014,446,Iowa St.,3,16,76,67.5,-0.06,2,27.2,16,12
2014,445,Kansas,2,32,86.2,67.2,-0.47,1,74.5,2,7
2014,444,Kansas St.,9,64,66.4,80.6,-1.83,0,4.5,47,33
2014,443,Kentucky,8,2,79.6,73.1,0.27,5,25.7,17,29
2014,442,Louisiana Lafayette,14,64,55.2,78.8,-0.13,0,2.4,53,55
2014,441,Louisville,4,16,87.8,67.3,0.5,2,71.1,3,13
2014,440,Manhattan,13,64,59.4,84,-1.6,0,2,55,49
2014,439,Massachusetts,6,64,64.6,77.4,-1.88,0,4.1,49,23
2014,438,Memphis,8,32,68.7,70.7,1.12,1,11.4,31,31
2014,437,Mercer,14,32,58.5,83.5,-1.44,1,2,54,54
2014,436,Michigan,2,8,82.1,65.4,0.66,3,53,9,6
2014,435,Michigan St.,4,8,85,66,1.28,3,62.3,4,14
2014,434,Milwaukee,15,64,49.5,77.8,1.43,0,1.6,57,58
2014,432,Nebraska,11,64,59.4,73.3,0.46,0,4.6,46,42
2014,431,New Mexico,7,64,75.5,73.4,-0.35,0,17.8,24,28
2014,430,New Mexico St.,13,64,62.4,74,0.75,0,6.4,40,51
2014,429,North Carolina,6,32,73.9,68.4,0.91,1,24.1,18,21
2014,428,North Carolina Central,14,64,60.1,75.3,0.84,0,4.9,44,56
2014,427,North Carolina St.,12,64,62.9,73.3,0.66,0,5.2,43,45
2014,426,North Dakota St.,12,32,61.3,71.5,1.25,1,6.7,38,46
2014,425,Ohio St.,6,64,78.4,70,0.42,0,29.1,15,22
2014,424,Oklahoma,5,64,68.9,69.9,0.11,0,12.3,30,20
2014,423,Oklahoma St.,9,64,78.2,80.7,-1.86,0,15.1,27,35
2014,422,Oregon,7,32,71.8,69.8,0.88,1,18.4,23,27
2014,421,Pittsburgh,9,32,72.8,71.5,0.9,1,14.6,28,36
2014,420,Providence,11,64,62.9,74.3,0.08,0,6.4,39,43
2014,419,Saint Joseph's,10,64,62.7,74,-0.02,0,5.8,41,38
2014,418,Saint Louis,5,32,68.7,72.6,-1.16,1,9.2,32,18
2014,417,San Diego St.,4,16,75.1,69.4,-0.76,2,23.5,19,16
2014,416,Stanford,10,16,65.6,77.9,-1.34,2,4.7,45,37
2014,415,Stephen F. Austin,12,32,60.2,75,0.1,1,4.2,48,48
2014,414,Syracuse,3,32,81.6,67.8,-0.25,1,42.5,12,10
2014,413,Tennessee,11,16,74.8,71.1,1.29,2,21.1,21,44
2014,412,Texas,7,32,65.9,72.3,0.03,1,7.4,35,25
2014,410,Tulsa,13,64,58.1,77.5,-0.07,0,3,52,50
2014,409,UCLA,4,16,79.3,67.8,0.2,2,39.7,13,15
2014,408,VCU,5,64,73.9,69.5,0.3,0,19.6,22,19
2014,407,Villanova,2,32,78.5,64.7,1.09,1,47.9,11,5
2014,406,Virginia,1,16,81.4,65.5,0.42,2,57.1,6,4
2014,405,Weber St.,16,64,51.8,90.3,-0.88,0,0.7,64,62
2014,404,Western Michigan,14,64,54.1,80.6,-0.63,0,1.7,56,53
2014,403,Wichita St.,1,32,83.9,69,-2.25,1,50.6,10,3
2014,402,Wisconsin,2,4,78,67.9,-0.9,4,31.2,14,8
2014,401,Wofford,15,64,50.3,81,0.52,0,1.3,59,59
2013,399,Akron,12,64,65.3,74.2,0.36,0,7.3,40,49
2013,398,Albany,15,64,50.7,84.7,-0.53,0,1,61,60
2013,397,Arizona,6,16,77.6,69.9,0.45,2,33.8,11,21
2013,396,Belmont,11,64,65.6,76.6,-0.79,0,6.6,41,44
2013,394,Bucknell,11,64,64.9,69.1,2.05,0,12.7,27,47
2013,393,Butler,6,32,65.5,69,0.73,1,8.9,35,22
2013,392,California,12,32,63.7,75,0.1,1,5.3,47,42
2013,391,Cincinnati,10,64,67.6,76.9,-1,0,6.4,43,37
2013,390,Colorado,10,64,64.5,69.2,1.6,0,10.8,32,36
2013,389,Colorado St.,8,32,71.6,80,-2.17,1,8.5,36,30
2013,388,Creighton,7,32,74.1,74.4,-0.69,1,16,23,25
2013,387,Davidson,14,64,60.4,73.1,1.45,0,6.2,44,53
2013,386,Duke,2,8,85.8,67.3,-0.53,3,71.3,5,6
2013,385,Florida,3,8,88.9,66.4,0.64,3,100.6,1,10
2013,384,Florida Gulf Coast,15,16,54,78,1.38,2,2.3,55,57
2013,383,Georgetown,2,64,78.6,68.4,-1.21,0,24.3,16,7
2013,382,Gonzaga,1,32,87,68.5,-1.86,1,79.2,4,4
2013,381,Harvard,14,32,55.8,74.6,1.03,1,3.3,51,56
2013,380,Illinois,7,32,65.2,70.2,0.74,1,9.6,33,28
2013,379,Indiana,1,16,90,66.3,-0.19,2,79.8,2,3
2013,378,Iona,15,64,56,81.9,0.26,0,2.1,56,59
2013,377,Iowa St.,10,32,66.5,73.2,0.25,1,8.9,34,39
2013,376,James Madison,16,64,49.4,89.8,-0.75,0,0.6,63,63
2013,375,Kansas,1,16,86.3,67.4,-1.03,2,59.8,8,2
2013,374,Kansas St.,4,64,72.6,70.5,-1.42,0,15.9,24,14
2013,373,La Salle,13,16,60.3,73.2,0.94,2,5.5,46,48
2013,370,Louisville,1,1,89.5,66.4,-0.26,6,79.6,3,1
2013,369,Marquette,3,8,73.9,67,0.26,3,27.2,15,12
2013,368,Memphis,6,32,73.2,74.6,-1.01,1,13.3,26,23
2013,367,Miami FL,2,16,79.1,65.1,0.84,2,34.7,10,5
2013,366,Michigan,4,2,85.4,67.6,0.32,5,67.4,6,13
2013,365,Michigan St.,3,16,80.3,70.5,-1.98,2,31.7,12,11
2013,363,Minnesota,11,32,72.7,75.1,-0.22,1,11.4,31,41
2013,362,Mississippi,12,32,65.8,77,-0.55,1,6.5,42,46
2013,361,Missouri,9,64,76.2,76.6,-0.63,0,16.4,22,33
2013,360,Montana,13,64,53.5,81.7,-1.06,0,1.4,58,52
2013,359,New Mexico,3,64,74.8,68.2,-0.51,0,23.1,17,9
2013,358,New Mexico St.,13,64,58.6,72.5,1.1,0,5,49,50
2013,357,North Carolina,8,32,75.4,70.5,1.19,1,19.2,20,29
2013,356,North Carolina A&T,16,64,46.7,89.3,-0.62,0,0.5,64,64
2013,355,North Carolina St.,8,64,77,71.4,0.87,0,21.7,18,32
2013,354,Northwestern St.,14,64,53.5,87.2,-2.47,0,1,59,55
2013,353,Notre Dame,7,64,69.5,72.7,-0.11,0,11.6,30,27
2013,352,Ohio St.,2,8,83.1,67.4,-0.59,3,50.6,9,8
2013,351,Oklahoma,10,64,63.2,74.8,-0.29,0,5.2,48,40
2013,350,Oklahoma St.,5,64,69.9,70.6,-0.22,0,14.1,25,17
2013,349,Oregon,12,16,64.5,71.5,1.25,2,7.9,37,43
2013,348,Pacific,15,64,53.5,78,1.38,0,2.4,54,58
2013,347,Pittsburgh,8,64,79.4,75.1,-0.44,0,27.9,14,31
2013,346,Saint Louis,4,32,73,68.4,-0.16,1,19.5,19,15
2013,345,Saint Mary's,11,64,70.7,75.7,-0.45,0,12.1,29,45
2013,344,San Diego St.,7,32,72.6,70.6,0.61,1,17.7,21,26
2013,343,South Dakota St.,13,64,57.7,82.4,-1.22,0,1.9,57,51
2013,342,Southern,16,64,52.2,86.9,0,0,1,60,62
2013,341,Syracuse,4,4,84.2,66.4,1.04,4,65,7,16
2013,340,Temple,9,32,60.3,80.4,-1.77,1,2.5,53,34
2013,339,UCLA,6,64,70.3,77.1,-1.78,0,7.4,39,24
2013,338,UNLV,5,64,72.5,72.3,-1.02,0,12.4,28,18
2013,337,Valparaiso,14,64,60.8,79.5,-0.33,0,3.7,50,54
2013,336,VCU,5,32,70.8,73.3,-1.49,1,7.8,38,20
2013,335,Villanova,9,64,60.5,78.4,-1.17,0,3,52,38
2013,334,Western Kentucky,16,64,50,86.1,0.21,0,0.9,62,61
2013,333,Wichita St.,9,4,68.7,81.1,-1.99,4,5.7,45,35
2013,332,Wisconsin,5,64,78.6,70.9,-0.36,0,30.5,13,19
